Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/31/2019 11:15:51 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   699.3	    -0.7	    91.5	   165.0	     6.7	 72.5797	-38.4604
     3.3	    3228	   698.3	    -1.5	    97.4	   171.3	     4.4	 72.5812	-38.4595
     4.3	    3233	   697.9	    -1.6	    97.6	   170.8	     4.7	 72.5812	-38.4595
     5.3	    3237	   697.5	    -1.7	    97.6	   170.2	     5.0	 72.5813	-38.4595
     6.3	    3243	   696.7	    -1.8	    97.6	   169.6	     5.3	 72.5813	-38.4595
     7.3	    3252	   696.1	    -1.8	    97.8	   169.1	     5.6	 72.5814	-38.4595
     8.3	    3259	   695.5	    -1.9	    97.9	   168.6	     5.8	 72.5815	-38.4596
     9.3	    3267	   694.9	    -2.0	    98.0	   168.2	     6.0	 72.5816	-38.4596
    10.3	    3274	   694.2	    -2.1	    97.9	   167.7	     6.2	 72.5816	-38.4596
    11.3	    3283	   693.6	    -2.2	    97.9	   167.2	     6.4	 72.5817	-38.4597
    12.3	    3289	   693.0	    -2.2	    98.2	   166.7	     6.6	 72.5817	-38.4598
    13.3	    3296	   692.4	    -2.3	    98.6	   166.2	     6.7	 72.5818	-38.4599
    14.3	    3302	   691.9	    -2.4	    98.9	   165.7	     6.8	 72.5819	-38.4599
    15.3	    3308	   691.3	    -2.4	    99.0	   165.2	     6.9	 72.5820	-38.4599
    16.3	    3314	   690.8	    -2.5	    99.3	   164.7	     7.0	 72.5821	-38.4599
    17.3	    3319	   690.3	    -2.5	    99.5	   164.2	     7.1	 72.5821	-38.4600
    18.3	    3325	   689.8	    -2.6	    99.5	   163.6	     7.2	 72.5822	-38.4601
    19.3	    3330	   689.3	    -2.6	    99.7	   163.1	     7.2	 72.5822	-38.4603
    20.3	    3339	   688.8	    -2.6	   100.0	   162.5	     7.3	 72.5823	-38.4604
    21.3	    3344	   688.3	    -2.7	    99.8	   161.9	     7.3	 72.5824	-38.4605
    22.3	    3349	   687.8	    -2.7	    99.8	   161.4	     7.3	 72.5824	-38.4604
    23.3	    3353	   687.2	    -2.7	   100.0	   160.9	     7.4	 72.5824	-38.4604
    24.3	    3359	   686.7	    -2.8	   100.0	   160.3	     7.4	 72.5825	-38.4604
    25.3	    3366	   686.2	    -2.8	   100.0	   159.7	     7.4	 72.5825	-38.4606
    26.3	    3373	   685.7	    -2.8	   100.0	   159.2	     7.4	 72.5826	-38.4608
    27.3	    3379	   685.1	    -2.9	   100.0	   158.7	     7.4	 72.5827	-38.4609
    28.3	    3386	   684.6	    -2.9	   100.0	   158.1	     7.4	 72.5828	-38.4609
    29.3	    3393	   684.0	    -2.9	   100.0	   157.6	     7.4	 72.5828	-38.4610
    30.3	    3398	   683.5	    -3.0	   100.0	   157.2	     7.5	 72.5829	-38.4610
    31.3	    3404	   682.9	    -3.0	   100.0	   156.7	     7.5	 72.5829	-38.4611
    32.3	    3411	   682.4	    -3.1	   100.0	   156.3	     7.5	 72.5830	-38.4613
    33.3	    3418	   681.9	    -3.1	   100.0	   155.9	     7.5	 72.5830	-38.4614
    34.3	    3423	   681.3	    -3.2	   100.0	   155.5	     7.6	 72.5831	-38.4614
    35.3	    3429	   680.8	    -3.2	   100.0	   155.2	     7.6	 72.5832	-38.4614
    36.3	    3437	   680.3	    -3.2	   100.0	   154.9	     7.6	 72.5832	-38.4615
    37.3	    3441	   679.8	    -3.2	   100.0	   154.6	     7.7	 72.5833	-38.4616
    38.3	    3447	   679.3	    -3.2	   100.0	   154.4	     7.7	 72.5833	-38.4618
    39.3	    3451	   678.9	    -3.3	   100.0	   154.2	     7.8	 72.5834	-38.4620
