Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      8/1/2019 11:15:18 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   686.9	    -9.4	    92.6	   166.0	     2.8	 72.5797	-38.4604
    23.0	    3229	   686.0	    -1.9	    29.7	   216.0	     4.5	 72.5818	-38.4576
    24.0	    3235	   685.4	    -1.9	    29.4	   216.1	     4.5	 72.5818	-38.4574
    25.0	    3244	   684.9	    -1.9	    29.1	   216.3	     4.5	 72.5818	-38.4573
    26.0	    3249	   684.3	    -1.9	    28.5	   216.5	     4.5	 72.5818	-38.4572
    27.0	    3258	   683.8	    -1.8	    27.8	   216.7	     4.5	 72.5819	-38.4571
    28.0	    3261	   683.3	    -1.8	    27.2	   217.0	     4.5	 72.5819	-38.4570
    29.0	    3266	   682.9	    -1.8	    26.4	   217.3	     4.6	 72.5820	-38.4570
    30.0	    3272	   682.4	    -1.8	    25.4	   217.7	     4.6	 72.5820	-38.4569
    31.0	    3277	   682.0	    -1.7	    24.1	   218.1	     4.6	 72.5821	-38.4569
    32.0	    3282	   681.6	    -1.7	    22.5	   218.5	     4.6	 72.5821	-38.4569
    33.0	    3284	   681.2	    -1.6	    21.0	   219.0	     4.6	 72.5822	-38.4568
    34.0	    3289	   680.7	    -1.5	    20.1	   219.6	     4.7	 72.5822	-38.4567
    35.0	    3294	   680.3	    -1.4	    19.9	   220.2	     4.7	 72.5822	-38.4566
    36.0	    3298	   679.8	    -1.4	    20.4	   220.9	     4.7	 72.5823	-38.4565
    37.0	    3305	   679.3	    -1.4	    20.9	   221.6	     4.8	 72.5823	-38.4564
    38.0	    3312	   678.8	    -1.4	    21.3	   222.3	     4.8	 72.5823	-38.4564
    39.0	    3319	   678.2	    -1.4	    21.5	   223.1	     4.8	 72.5824	-38.4563
    40.0	    3330	   677.7	    -1.5	    21.5	   223.8	     4.9	 72.5824	-38.4563
    41.0	    3333	   677.1	    -1.5	    21.4	   224.6	     4.9	 72.5824	-38.4562
    42.0	    3339	   676.6	    -1.5	    21.3	   225.3	     4.9	 72.5824	-38.4561
    43.0	    3347	   676.1	    -1.6	    21.3	   226.1	     5.0	 72.5825	-38.4559
    44.0	    3353	   675.6	    -1.6	    21.4	   226.8	     5.0	 72.5825	-38.4557
    45.0	    3356	   675.2	    -1.6	    21.5	   227.5	     5.0	 72.5825	-38.4555
    46.0	    3359	   674.7	    -1.6	    21.7	   228.2	     5.1	 72.5826	-38.4553
    47.0	    3366	   674.3	    -1.7	    21.9	   228.9	     5.1	 72.5826	-38.4552
    48.0	    3369	   673.9	    -1.7	    22.0	   229.5	     5.1	 72.5826	-38.4551
    49.0	    3374	   673.4	    -1.7	    22.0	   230.0	     5.1	 72.5826	-38.4551
    50.0	    3381	   673.0	    -1.8	    21.6	   230.5	     5.1	 72.5827	-38.4550
    51.0	    3386	   672.5	    -1.8	    20.9	   230.9	     5.1	 72.5827	-38.4549
    52.0	    3393	   672.1	    -1.8	    20.1	   231.3	     5.1	 72.5827	-38.4548
    53.0	    3398	   671.6	    -1.8	    19.7	   231.6	     5.1	 72.5827	-38.4546
    54.0	    3406	   671.2	    -1.8	    19.6	   231.9	     5.1	 72.5828	-38.4544
    55.0	    3410	   670.7	    -1.8	    19.8	   232.0	     5.1	 72.5828	-38.4542
    56.0	    3413	   670.3	    -1.8	    20.3	   232.2	     5.1	 72.5828	-38.4541
    57.0	    3417	   669.9	    -1.8	    20.8	   232.2	     5.1	 72.5828	-38.4539
    58.0	    3421	   669.5	    -1.8	    21.4	   232.3	     5.1	 72.5829	-38.4538
    59.0	    3426	   669.1	    -1.9	    21.9	   232.2	     5.0	 72.5829	-38.4538
    60.0	    3432	   668.7	    -1.9	    22.4	   232.2	     5.0	 72.5829	-38.4536
    61.0	    3438	   668.3	    -1.9	    22.7	   232.0	     5.0	 72.5830	-38.4535
    62.0	    3443	   667.8	    -1.9	    22.7	   231.9	     4.9	 72.5830	-38.4534
    63.0	    3448	   667.4	    -1.9	    22.2	   231.7	     4.9	 72.5830	-38.4532
    64.0	    3453	   667.0	    -1.9	    21.2	   231.4	     4.8	 72.5831	-38.4532
    65.0	    3457	   666.5	    -1.9	    20.5	   231.1	     4.8	 72.5831	-38.4531
    66.0	    3462	   666.1	    -1.9	    20.0	   230.8	     4.7	 72.5831	-38.4530
    67.0	    3468	   665.6	    -1.9	    19.8	   230.5	     4.7	 72.5832	-38.4529
    68.0	    3475	   665.2	    -2.0	    19.7	   230.1	     4.6	 72.5832	-38.4527
    69.0	    3479	   664.7	    -2.0	    19.6	   229.8	     4.6	 72.5832	-38.4526
    70.0	    3485	   664.3	    -2.1	    19.5	   229.4	     4.5	 72.5832	-38.4525
    71.0	    3490	   663.8	    -2.1	    19.5	   229.0	     4.5	 72.5832	-38.4524
    72.0	    3495	   663.4	    -2.1	    19.6	   228.6	     4.4	 72.5833	-38.4523
    73.0	    3501	   663.0	    -2.2	    19.7	   228.2	     4.4	 72.5833	-38.4522
    74.0	    3506	   662.5	    -2.2	    19.7	   227.9	     4.3	 72.5833	-38.4521
    75.0	    3510	   662.1	    -2.3	    19.8	   227.5	     4.3	 72.5833	-38.4520
    76.0	    3514	   661.6	    -2.3	    19.9	   227.1	     4.2	 72.5833	-38.4519
    77.0	    3519	   661.2	    -2.4	    20.1	   226.8	     4.2	 72.5834	-38.4518
    78.0	    3527	   660.7	    -2.4	    20.2	   226.5	     4.2	 72.5834	-38.4517
    79.0	    3534	   660.2	    -2.5	    20.5	   226.3	     4.1	 72.5834	-38.4516
    80.0	    3542	   659.7	    -2.6	    20.7	   226.0	     4.1	 72.5834	-38.4516
    81.0	    3547	   659.2	    -2.6	    21.0	   225.8	     4.1	 72.5834	-38.4516
    82.0	    3553	   658.7	    -2.7	    21.3	   225.6	     4.1	 72.5835	-38.4515
    83.0	    3558	   658.3	    -2.7	    21.5	   225.4	     4.1	 72.5835	-38.4515
    84.0	    3562	   657.8	    -2.7	    21.8	   225.2	     4.0	 72.5836	-38.4514
    85.0	    3567	   657.4	    -2.8	    21.9	   225.1	     4.0	 72.5836	-38.4513
    86.0	    3571	   657.0	    -2.8	    22.1	   225.0	     4.0	 72.5836	-38.4512
    87.0	    3576	   656.6	    -2.8	    22.4	   225.0	     4.0	 72.5836	-38.4511
    88.0	    3583	   656.2	    -2.9	    22.6	   224.9	     4.0	 72.5837	-38.4509
    89.0	    3587	   655.7	    -2.9	    22.9	   224.9	     4.0	 72.5837	-38.4508
    90.0	    3593	   655.3	    -2.9	    23.1	   225.0	     4.0	 72.5837	-38.4508
    91.0	    3598	   654.9	    -3.0	    23.3	   225.0	     4.1	 72.5837	-38.4507
    92.0	    3603	   654.5	    -3.0	    23.3	   225.0	     4.1	 72.5838	-38.4506
    93.0	    3609	   654.0	    -3.0	    23.3	   225.1	     4.1	 72.5838	-38.4505
    94.0	    3612	   653.6	    -3.0	    23.2	   225.2	     4.1	 72.5838	-38.4504
    95.0	    3618	   653.2	    -3.0	    23.0	   225.2	     4.1	 72.5838	-38.4504
    96.0	    3623	   652.8	    -3.0	    22.9	   225.3	     4.2	 72.5838	-38.4503
    97.0	    3628	   652.4	    -2.9	    23.3	   225.3	     4.2	 72.5839	-38.4503
    98.0	    3632	   652.0	    -2.9	    24.2	   225.4	     4.2	 72.5839	-38.4502
    99.0	    3636	   651.6	    -2.9	    25.6	   225.4	     4.3	 72.5839	-38.4501
   100.0	    3641	   651.2	    -2.9	    27.6	   225.4	     4.3	 72.5839	-38.4500
   101.0	    3647	   650.8	    -2.9	    30.1	   225.3	     4.4	 72.5840	-38.4499
   102.0	    3652	   650.4	    -2.9	    32.5	   225.3	     4.4	 72.5840	-38.4498
   103.0	    3657	   650.0	    -2.9	    33.7	   225.2	     4.4	 72.5840	-38.4497
   104.0	    3661	   649.6	    -3.0	    34.0	   225.1	     4.5	 72.5841	-38.4496
   105.0	    3668	   649.2	    -3.0	    34.0	   225.0	     4.5	 72.5841	-38.4495
   106.0	    3671	   648.8	    -3.1	    34.1	   224.8	     4.5	 72.5841	-38.4494
   107.0	    3675	   648.4	    -3.1	    34.2	   224.6	     4.6	 72.5841	-38.4493
