Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      8/5/2019 11:17:25 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   686.7	   -13.9	    85.5	    72.0	     3.8	 72.5797	-38.4604
     2.9	    3223	   686.1	   -12.4	    98.1	    77.6	     1.5	 72.5810	-38.4596
     3.9	    3229	   685.6	   -10.8	    97.4	    77.0	     1.6	 72.5810	-38.4597
     4.9	    3235	   685.1	    -9.4	    92.9	    76.2	     1.8	 72.5809	-38.4599
     5.9	    3241	   684.5	    -8.6	    86.9	    75.8	     1.9	 72.5808	-38.4600
     6.9	    3251	   683.9	    -8.4	    82.3	    75.6	     2.1	 72.5808	-38.4601
     7.9	    3256	   683.4	    -8.2	    79.8	    75.7	     2.2	 72.5808	-38.4601
     8.9	    3261	   682.9	    -8.1	    78.5	    75.9	     2.2	 72.5808	-38.4601
     9.9	    3264	   682.4	    -8.0	    77.6	    76.2	     2.3	 72.5808	-38.4602
    10.9	    3269	   681.9	    -7.8	    77.0	    76.6	     2.4	 72.5808	-38.4604
    11.9	    3275	   681.4	    -7.7	    76.6	    77.0	     2.5	 72.5808	-38.4605
    12.9	    3281	   680.9	    -7.6	    76.1	    77.6	     2.5	 72.5808	-38.4606
    13.9	    3287	   680.4	    -7.4	    75.3	    78.2	     2.6	 72.5808	-38.4607
    14.9	    3295	   679.9	    -7.3	    74.0	    79.0	     2.6	 72.5808	-38.4607
    15.9	    3301	   679.4	    -7.2	    72.3	    79.8	     2.7	 72.5808	-38.4608
    16.9	    3305	   678.9	    -7.1	    70.8	    80.7	     2.7	 72.5808	-38.4610
    17.9	    3311	   678.5	    -7.0	    69.7	    81.6	     2.8	 72.5808	-38.4611
    18.9	    3316	   678.0	    -6.8	    68.9	    82.6	     2.8	 72.5808	-38.4612
    19.9	    3321	   677.6	    -6.7	    68.1	    83.5	     2.8	 72.5807	-38.4612
    20.9	    3325	   677.1	    -6.6	    67.1	    84.5	     2.8	 72.5807	-38.4612
    21.9	    3329	   676.7	    -6.5	    66.4	    85.4	     2.8	 72.5807	-38.4613
