Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/26/2019 11:15:22 PM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   685.5	   -10.5	    86.9	   118.0	     8.4	 72.5797	-38.4604
     4.7	    3229	   684.4	   -10.5	    90.6	   121.5	     6.5	 72.5809	-38.4603
     5.7	    3233	   684.1	   -10.6	    90.6	   121.9	     7.0	 72.5810	-38.4606
     6.7	    3237	   683.5	   -10.6	    90.7	   122.4	     7.4	 72.5810	-38.4610
     7.7	    3243	   683.0	   -10.7	    90.7	   123.0	     7.8	 72.5811	-38.4613
     8.7	    3249	   682.5	   -10.7	    90.7	   123.5	     8.3	 72.5811	-38.4616
     9.7	    3255	   682.0	   -10.8	    90.7	   124.0	     8.7	 72.5811	-38.4619
    10.7	    3261	   681.5	   -10.8	    90.8	   124.5	     9.1	 72.5812	-38.4622
    11.7	    3270	   681.0	   -10.8	    90.9	   125.0	     9.4	 72.5812	-38.4624
    12.7	    3274	   680.5	   -10.9	    90.9	   125.5	     9.8	 72.5813	-38.4626
    13.7	    3278	   680.0	   -10.9	    90.9	   126.0	    10.1	 72.5814	-38.4629
    14.7	    3282	   679.5	   -10.9	    91.0	   126.5	    10.5	 72.5815	-38.4632
    15.7	    3289	   679.0	   -11.0	    91.1	   127.0	    10.8	 72.5816	-38.4636
    16.7	    3296	   678.5	   -11.1	    91.4	   127.5	    11.1	 72.5816	-38.4640
    17.7	    3301	   678.0	   -11.1	    91.7	   128.0	    11.4	 72.5817	-38.4644
    18.7	    3306	   677.5	   -11.1	    92.1	   128.5	    11.6	 72.5817	-38.4647
    19.7	    3311	   677.0	   -11.2	    92.5	   128.9	    11.8	 72.5817	-38.4649
    20.7	    3317	   676.4	   -11.2	    92.8	   129.4	    12.1	 72.5818	-38.4651
    21.7	    3324	   675.9	   -11.3	    93.1	   129.8	    12.3	 72.5819	-38.4653
    22.7	    3332	   675.3	   -11.3	    93.3	   130.1	    12.4	 72.5820	-38.4655
    23.7	    3339	   674.7	   -11.4	    93.4	   130.5	    12.6	 72.5820	-38.4658
    24.7	    3346	   674.2	   -11.5	    93.5	   130.8	    12.7	 72.5821	-38.4662
    25.7	    3354	   673.7	   -11.5	    93.5	   131.1	    12.8	 72.5822	-38.4666
    26.7	    3358	   673.2	   -11.5	    93.5	   131.3	    12.9	 72.5823	-38.4669
    27.7	    3362	   672.7	   -11.5	    93.4	   131.5	    13.0	 72.5824	-38.4671
    28.7	    3365	   672.2	   -11.6	    93.3	   131.7	    13.1	 72.5825	-38.4673
    29.7	    3370	   671.8	   -11.6	    93.3	   131.8	    13.2	 72.5826	-38.4675
    30.7	    3376	   671.3	   -11.6	    93.4	   131.9	    13.2	 72.5827	-38.4677
    31.7	    3382	   670.8	   -11.7	    93.6	   132.0	    13.3	 72.5828	-38.4681
    32.7	    3388	   670.3	   -11.7	    93.9	   132.0	    13.3	 72.5829	-38.4685
    33.7	    3393	   669.8	   -11.8	    94.1	   132.0	    13.3	 72.5830	-38.4689
    34.7	    3400	   669.3	   -11.8	    94.1	   132.0	    13.3	 72.5830	-38.4693
    35.7	    3407	   668.8	   -11.8	    94.1	   131.9	    13.3	 72.5831	-38.4696
    36.7	    3413	   668.3	   -11.9	    93.9	   131.8	    13.3	 72.5831	-38.4698
    37.7	    3417	   667.9	   -11.9	    93.6	   131.7	    13.3	 72.5832	-38.4700
    38.7	    3423	   667.4	   -11.9	    93.5	   131.5	    13.3	 72.5833	-38.4702
    39.7	    3426	   666.9	   -12.0	    93.4	   131.3	    13.3	 72.5834	-38.4704
    40.7	    3432	   666.5	   -12.0	    93.4	   131.1	    13.2	 72.5835	-38.4708
    41.7	    3438	   666.0	   -12.0	    93.2	   130.9	    13.2	 72.5836	-38.4713
    42.7	    3442	   665.6	   -12.1	    92.9	   130.6	    13.2	 72.5837	-38.4717
    43.7	    3448	   665.1	   -12.1	    92.5	   130.4	    13.1	 72.5837	-38.4720
    44.7	    3454	   664.6	   -12.1	    92.1	   130.2	    13.1	 72.5837	-38.4723
    45.7	    3460	   664.1	   -12.2	    91.7	   129.9	    13.1	 72.5838	-38.4726
    46.7	    3464	   663.7	   -12.2	    91.4	   129.7	    13.0	 72.5839	-38.4728
    47.7	    3469	   663.2	   -12.2	    91.3	   129.4	    13.0	 72.5840	-38.4730
    48.7	    3475	   662.7	   -12.2	    91.3	   129.2	    13.0	 72.5841	-38.4733
    49.7	    3482	   662.2	   -12.3	    91.4	   129.0	    13.0	 72.5842	-38.4737
