Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/29/2019 11:17:27 PM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   696.6	    -1.4	    95.0	   137.0	    10.4	 72.5797	-38.4604
     2.7	    3224	   695.9	    -1.7	    99.1	   143.4	     7.6	 72.5812	-38.4598
     3.7	    3231	   695.3	    -1.7	    99.6	   143.2	     8.1	 72.5812	-38.4600
     4.7	    3237	   694.8	    -1.8	   100.0	   142.9	     8.7	 72.5813	-38.4603
     5.7	    3245	   694.1	    -1.8	   100.0	   142.7	     9.3	 72.5814	-38.4606
     6.7	    3252	   693.7	    -1.9	   100.0	   142.6	     9.9	 72.5814	-38.4608
     7.7	    3257	   693.2	    -1.9	   100.0	   142.5	    10.3	 72.5816	-38.4611
     8.7	    3260	   692.7	    -2.0	   100.0	   142.4	    10.8	 72.5817	-38.4614
     9.7	    3265	   692.1	    -2.0	   100.0	   142.4	    11.3	 72.5818	-38.4617
    10.7	    3272	   691.6	    -2.1	   100.0	   142.4	    11.7	 72.5819	-38.4620
    11.7	    3280	   691.1	    -2.1	   100.0	   142.4	    12.1	 72.5819	-38.4623
    12.7	    3286	   690.5	    -2.2	   100.0	   142.4	    12.5	 72.5820	-38.4624
    13.7	    3293	   690.0	    -2.2	   100.0	   142.4	    12.9	 72.5821	-38.4625
    14.7	    3298	   689.5	    -2.2	   100.0	   142.5	    13.3	 72.5822	-38.4627
    15.7	    3304	   688.9	    -2.2	   100.0	   142.6	    13.6	 72.5823	-38.4629
    16.7	    3312	   688.4	    -2.3	   100.0	   142.6	    13.9	 72.5825	-38.4632
    17.7	    3317	   687.9	    -2.3	   100.0	   142.7	    14.1	 72.5826	-38.4636
    18.7	    3322	   687.4	    -2.3	   100.0	   142.8	    14.4	 72.5827	-38.4640
    19.7	    3327	   686.9	    -2.4	   100.0	   142.9	    14.6	 72.5828	-38.4644
    20.7	    3334	   686.4	    -2.4	   100.0	   142.9	    14.8	 72.5828	-38.4646
    21.7	    3341	   685.9	    -2.4	   100.0	   143.0	    14.9	 72.5829	-38.4648
    22.7	    3346	   685.4	    -2.5	   100.0	   143.1	    15.1	 72.5831	-38.4650
    23.7	    3351	   684.9	    -2.5	   100.0	   143.2	    15.2	 72.5832	-38.4652
