Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/25/2019 11:15:19 PM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   684.6	   -12.3	    75.1	    60.0	     5.4	 72.5797	-38.4604
     4.0	    3226	   683.7	   -12.3	    73.2	    64.5	     4.9	 72.5809	-38.4600
     5.0	    3232	   683.2	   -12.3	    72.2	    65.3	     5.2	 72.5809	-38.4602
     6.0	    3237	   682.8	   -12.3	    71.0	    66.1	     5.5	 72.5808	-38.4604
     7.0	    3242	   682.3	   -12.2	    69.1	    67.0	     5.8	 72.5807	-38.4605
     8.0	    3247	   681.9	   -11.9	    66.2	    67.9	     6.1	 72.5807	-38.4606
     9.0	    3253	   681.4	   -11.5	    62.4	    68.9	     6.3	 72.5806	-38.4608
    10.0	    3258	   681.0	   -11.1	    58.0	    69.8	     6.5	 72.5805	-38.4611
    11.0	    3263	   680.5	   -10.7	    53.5	    70.8	     6.7	 72.5805	-38.4615
    12.0	    3267	   680.1	   -10.3	    49.7	    71.8	     6.9	 72.5805	-38.4619
    13.0	    3271	   679.7	   -10.1	    47.7	    72.8	     7.1	 72.5805	-38.4622
    14.0	    3276	   679.3	    -9.9	    47.4	    73.8	     7.2	 72.5805	-38.4625
    15.0	    3281	   678.8	    -9.8	    48.2	    74.8	     7.3	 72.5805	-38.4628
    16.0	    3285	   678.4	    -9.7	    49.3	    75.8	     7.4	 72.5805	-38.4630
    17.0	    3291	   677.9	    -9.7	    50.0	    76.8	     7.5	 72.5805	-38.4631
    18.0	    3297	   677.5	    -9.5	    50.4	    77.7	     7.6	 72.5805	-38.4633
    19.0	    3303	   677.0	    -9.4	    50.6	    78.7	     7.6	 72.5804	-38.4635
    20.0	    3307	   676.6	    -9.3	    51.0	    79.6	     7.6	 72.5804	-38.4637
    21.0	    3312	   676.1	    -9.2	    51.5	    80.5	     7.6	 72.5804	-38.4639
    22.0	    3317	   675.6	    -9.2	    52.0	    81.4	     7.6	 72.5803	-38.4642
    23.0	    3323	   675.2	    -9.1	    52.5	    82.2	     7.6	 72.5803	-38.4646
    24.0	    3330	   674.7	    -9.0	    52.8	    82.9	     7.6	 72.5804	-38.4649
    25.0	    3334	   674.2	    -9.0	    52.9	    83.5	     7.5	 72.5804	-38.4652
    26.0	    3339	   673.7	    -8.9	    52.8	    84.1	     7.4	 72.5804	-38.4653
    27.0	    3344	   673.2	    -8.9	    52.7	    84.6	     7.4	 72.5804	-38.4654
    28.0	    3351	   672.7	    -8.8	    52.7	    85.0	     7.3	 72.5804	-38.4655
    29.0	    3358	   672.2	    -8.8	    52.7	    85.3	     7.2	 72.5804	-38.4657
    30.0	    3364	   671.7	    -8.7	    52.6	    85.5	     7.1	 72.5804	-38.4660
    31.0	    3369	   671.2	    -8.7	    52.7	    85.6	     7.1	 72.5804	-38.4664
    32.0	    3375	   670.7	    -8.7	    52.9	    85.6	     7.0	 72.5804	-38.4667
    33.0	    3381	   670.2	    -8.7	    53.2	    85.5	     6.9	 72.5805	-38.4669
    34.0	    3387	   669.7	    -8.7	    53.7	    85.3	     6.8	 72.5805	-38.4671
