Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/25/2019 11:17:27 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   684.6	   -11.8	    61.0	    38.0	     4.8	 72.5797	-38.4604
    11.2	    3221	   683.9	   -12.4	    60.0	    57.4	     3.8	 72.5810	-38.4598
    12.2	    3227	   683.5	   -12.2	    54.0	    57.4	     4.1	 72.5809	-38.4599
    13.2	    3234	   683.0	   -11.8	    47.6	    57.4	     4.4	 72.5809	-38.4601
    14.2	    3241	   682.4	   -11.2	    42.3	    57.6	     4.7	 72.5808	-38.4603
    15.2	    3247	   681.9	   -10.5	    40.1	    57.8	     5.0	 72.5808	-38.4604
    16.2	    3254	   681.3	    -9.6	    41.6	    58.0	     5.3	 72.5807	-38.4606
    17.2	    3260	   680.8	    -9.0	    45.4	    58.3	     5.5	 72.5806	-38.4608
    18.2	    3267	   680.3	    -8.6	    49.6	    58.7	     5.8	 72.5806	-38.4610
    19.2	    3272	   679.7	    -8.4	    53.4	    59.2	     6.0	 72.5806	-38.4613
    20.2	    3277	   679.2	    -8.3	    56.8	    59.7	     6.3	 72.5805	-38.4615
    21.2	    3281	   678.7	    -8.2	    59.4	    60.2	     6.5	 72.5805	-38.4616
    22.2	    3288	   678.2	    -8.1	    61.2	    60.8	     6.8	 72.5805	-38.4618
    23.2	    3293	   677.6	    -8.0	    62.5	    61.4	     7.0	 72.5804	-38.4619
    24.2	    3302	   677.1	    -8.0	    63.2	    62.0	     7.2	 72.5804	-38.4621
    25.2	    3309	   676.5	    -7.9	    63.3	    62.6	     7.4	 72.5803	-38.4623
    26.2	    3314	   675.9	    -7.8	    62.9	    63.3	     7.6	 72.5803	-38.4625
    27.2	    3321	   675.4	    -7.8	    62.7	    64.0	     7.8	 72.5803	-38.4628
    28.2	    3328	   674.8	    -7.8	    62.9	    64.6	     7.9	 72.5803	-38.4629
    29.2	    3336	   674.2	    -7.8	    63.2	    65.3	     8.1	 72.5802	-38.4631
    30.2	    3342	   673.7	    -7.9	    63.5	    65.9	     8.3	 72.5802	-38.4634
    31.2	    3347	   673.1	    -7.9	    63.6	    66.5	     8.5	 72.5802	-38.4637
    32.2	    3355	   672.6	    -7.9	    63.7	    67.1	     8.6	 72.5802	-38.4640
    33.2	    3360	   672.1	    -7.9	    63.8	    67.6	     8.8	 72.5802	-38.4642
    34.2	    3365	   671.7	    -8.0	    63.8	    68.2	     9.0	 72.5801	-38.4643
    35.2	    3369	   671.2	    -8.0	    63.8	    68.6	     9.1	 72.5801	-38.4644
    36.2	    3374	   670.7	    -8.0	    63.8	    69.1	     9.3	 72.5801	-38.4645
    37.2	    3380	   670.3	    -8.0	    63.8	    69.5	     9.4	 72.5801	-38.4648
    38.2	    3386	   669.9	    -8.0	    63.8	    69.9	     9.6	 72.5801	-38.4651
    39.2	    3391	   669.5	    -8.0	    64.0	    70.3	     9.8	 72.5801	-38.4655
    40.2	    3396	   669.1	    -8.0	    64.1	    70.6	     9.9	 72.5800	-38.4659
    41.2	    3399	   668.7	    -8.0	    64.2	    70.8	    10.0	 72.5799	-38.4663
    42.2	    3402	   668.3	    -8.1	    64.5	    71.1	    10.2	 72.5799	-38.4666
    43.2	    3407	   667.9	    -8.1	    64.9	    71.3	    10.3	 72.5798	-38.4669
    44.2	    3412	   667.5	    -8.1	    65.2	    71.5	    10.4	 72.5798	-38.4672
    45.2	    3417	   667.0	    -8.2	    65.5	    71.7	    10.6	 72.5798	-38.4675
    46.2	    3421	   666.6	    -8.2	    65.7	    71.9	    10.7	 72.5798	-38.4677
    47.2	    3428	   666.1	    -8.2	    65.9	    72.1	    10.8	 72.5797	-38.4680
