Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/27/2019 11:18:49 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   685.8	   -10.7	    80.5	   120.0	     9.3	 72.5797	-38.4604
     1.1	    3224	   685.1	   -10.9	    86.6	   125.2	     6.6	 72.5806	-38.4600
     2.1	    3224	   685.1	   -11.2	    87.5	   128.0	     6.0	 72.5809	-38.4600
     5.1	    3227	   684.8	   -11.5	    87.9	   127.7	     7.0	 72.5810	-38.4607
     6.1	    3233	   684.2	   -11.5	    87.9	   127.2	     7.5	 72.5811	-38.4609
     7.1	    3237	   683.9	   -11.6	    87.8	   126.9	     8.0	 72.5811	-38.4612
     8.1	    3242	   683.5	   -11.6	    87.6	   126.6	     8.4	 72.5812	-38.4616
     9.1	    3247	   683.0	   -11.7	    87.4	   126.3	     8.8	 72.5812	-38.4619
    10.1	    3251	   682.6	   -11.7	    87.3	   126.1	     9.2	 72.5813	-38.4623
    11.1	    3256	   682.1	   -11.7	    87.1	   125.9	     9.6	 72.5814	-38.4625
    12.1	    3263	   681.6	   -11.7	    86.8	   125.7	    10.0	 72.5814	-38.4627
    13.1	    3271	   681.1	   -11.7	    86.5	   125.6	    10.3	 72.5815	-38.4630
    14.1	    3276	   680.6	   -11.7	    86.2	   125.5	    10.7	 72.5815	-38.4633
    15.1	    3280	   680.1	   -11.8	    86.1	   125.4	    11.0	 72.5816	-38.4636
    16.1	    3285	   679.6	   -11.8	    86.3	   125.4	    11.3	 72.5816	-38.4641
    17.1	    3291	   679.1	   -11.8	    86.6	   125.4	    11.6	 72.5817	-38.4644
    18.1	    3297	   678.6	   -11.9	    87.1	   125.4	    11.9	 72.5818	-38.4648
    19.1	    3303	   678.1	   -12.0	    87.6	   125.4	    12.1	 72.5819	-38.4650
    20.1	    3309	   677.5	   -12.0	    88.1	   125.5	    12.4	 72.5819	-38.4653
    21.1	    3315	   677.0	   -12.1	    88.6	   125.6	    12.6	 72.5819	-38.4656
    22.1	    3322	   676.4	   -12.2	    89.1	   125.7	    12.8	 72.5820	-38.4659
    23.1	    3329	   675.8	   -12.3	    89.4	   125.8	    13.0	 72.5821	-38.4662
    24.1	    3335	   675.3	   -12.3	    89.6	   126.0	    13.1	 72.5822	-38.4665
    25.1	    3343	   674.7	   -12.3	    89.4	   126.1	    13.3	 72.5823	-38.4667
    26.1	    3349	   674.2	   -12.4	    88.7	   126.3	    13.4	 72.5823	-38.4670
    27.1	    3354	   673.6	   -12.3	    87.7	   126.5	    13.6	 72.5824	-38.4672
    28.1	    3360	   673.1	   -12.3	    86.8	   126.7	    13.7	 72.5824	-38.4675
    29.1	    3365	   672.7	   -12.3	    86.4	   126.9	    13.8	 72.5824	-38.4679
    30.1	    3371	   672.2	   -12.4	    86.3	   127.0	    14.0	 72.5825	-38.4683
    31.1	    3376	   671.8	   -12.4	    86.4	   127.2	    14.1	 72.5826	-38.4688
    32.1	    3380	   671.4	   -12.4	    86.6	   127.4	    14.2	 72.5827	-38.4693
    33.1	    3383	   670.9	   -12.5	    86.7	   127.6	    14.3	 72.5828	-38.4697
    34.1	    3387	   670.5	   -12.5	    86.7	   127.8	    14.4	 72.5829	-38.4701
    35.1	    3392	   670.1	   -12.5	    86.9	   127.9	    14.5	 72.5830	-38.4704
    36.1	    3399	   669.7	   -12.6	    87.0	   128.1	    14.6	 72.5832	-38.4707
    37.1	    3404	   669.3	   -12.6	    87.0	   128.3	    14.7	 72.5833	-38.4710
    38.1	    3407	   668.8	   -12.7	    87.1	   128.5	    14.8	 72.5833	-38.4713
    39.1	    3411	   668.3	   -12.7	    87.3	   128.6	    14.9	 72.5834	-38.4715
    40.1	    3419	   667.8	   -12.8	    87.7	   128.8	    14.9	 72.5834	-38.4718
    41.1	    3426	   667.3	   -12.8	    88.1	   129.0	    15.0	 72.5835	-38.4722
    42.1	    3433	   666.8	   -12.9	    88.1	   129.2	    15.1	 72.5836	-38.4726
    43.1	    3438	   666.3	   -12.9	    87.8	   129.3	    15.2	 72.5837	-38.4730
    44.1	    3444	   665.7	   -13.0	    87.6	   129.5	    15.2	 72.5838	-38.4733
    45.1	    3450	   665.2	   -13.0	    87.6	   129.7	    15.3	 72.5839	-38.4737
    46.1	    3456	   664.8	   -13.0	    87.7	   130.0	    15.4	 72.5840	-38.4739
    47.1	    3461	   664.3	   -13.1	    87.9	   130.2	    15.4	 72.5841	-38.4742
    48.1	    3466	   663.8	   -13.1	    87.9	   130.5	    15.5	 72.5841	-38.4746
    49.1	    3471	   663.3	   -13.2	    87.8	   130.8	    15.5	 72.5841	-38.4749
    50.1	    3475	   662.9	   -13.2	    87.6	   131.1	    15.6	 72.5842	-38.4753
    51.1	    3481	   662.4	   -13.2	    87.3	   131.4	    15.6	 72.5842	-38.4757
    52.1	    3488	   661.9	   -13.3	    87.2	   131.7	    15.7	 72.5843	-38.4761
    53.1	    3494	   661.4	   -13.3	    87.2	   132.1	    15.7	 72.5844	-38.4765
    54.1	    3499	   661.0	   -13.4	    87.2	   132.4	    15.7	 72.5845	-38.4769
    55.1	    3504	   660.5	   -13.4	    87.3	   132.8	    15.7	 72.5847	-38.4773
    56.1	    3509	   660.0	   -13.4	    87.3	   133.2	    15.7	 72.5848	-38.4777
    57.1	    3514	   659.6	   -13.5	    87.0	   133.6	    15.8	 72.5850	-38.4781
    58.1	    3519	   659.1	   -13.5	    86.6	   134.0	    15.8	 72.5851	-38.4786
    59.1	    3525	   658.6	   -13.5	    86.1	   134.4	    15.8	 72.5852	-38.4790
    60.1	    3529	   658.1	   -13.5	    85.8	   134.9	    15.8	 72.5853	-38.4794
    61.1	    3536	   657.6	   -13.6	    85.7	   135.3	    15.7	 72.5853	-38.4796
    62.1	    3543	   657.1	   -13.6	    85.8	   135.7	    15.7	 72.5855	-38.4799
    63.1	    3549	   656.6	   -13.6	    85.9	   136.1	    15.7	 72.5856	-38.4801
    64.1	    3556	   656.1	   -13.7	    85.8	   136.5	    15.7	 72.5857	-38.4804
    65.1	    3561	   655.6	   -13.7	    85.7	   136.8	    15.6	 72.5858	-38.4807
    66.1	    3568	   655.2	   -13.7	    85.5	   137.2	    15.6	 72.5859	-38.4810
    67.1	    3572	   654.8	   -13.8	    85.5	   137.5	    15.6	 72.5860	-38.4813
