Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/26/2019 11:18:58 AM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   684.8	   -11.7	    77.1	   116.0	     4.2	 72.5797	-38.4604
     3.8	    3224	   684.1	   -12.1	    79.8	   112.0	     3.2	 72.5811	-38.4599
     4.8	    3232	   683.4	   -12.2	    79.1	   112.1	     3.5	 72.5811	-38.4601
     5.8	    3238	   682.9	   -12.3	    78.7	   112.2	     3.7	 72.5810	-38.4603
     6.8	    3242	   682.5	   -12.3	    78.5	   112.3	     3.9	 72.5810	-38.4606
     7.8	    3248	   682.0	   -12.3	    78.5	   112.4	     4.1	 72.5811	-38.4607
     8.8	    3254	   681.5	   -12.4	    78.7	   112.5	     4.3	 72.5811	-38.4608
     9.8	    3258	   681.0	   -12.4	    78.7	   112.7	     4.5	 72.5812	-38.4609
    10.8	    3264	   680.5	   -12.5	    78.0	   112.9	     4.6	 72.5812	-38.4611
    11.8	    3271	   680.0	   -12.5	    76.8	   113.1	     4.8	 72.5812	-38.4613
    12.8	    3277	   679.6	   -12.5	    75.2	   113.3	     4.9	 72.5812	-38.4615
    13.8	    3280	   679.1	   -12.5	    73.2	   113.6	     5.0	 72.5812	-38.4617
    14.8	    3285	   678.6	   -12.4	    70.9	   113.9	     5.1	 72.5812	-38.4619
    15.8	    3291	   678.1	   -12.3	    68.9	   114.2	     5.2	 72.5812	-38.4620
    16.8	    3297	   677.6	   -12.2	    67.8	   114.6	     5.3	 72.5813	-38.4620
    17.8	    3303	   677.1	   -12.1	    67.9	   115.0	     5.3	 72.5813	-38.4622
    18.8	    3309	   676.6	   -12.1	    68.7	   115.4	     5.4	 72.5814	-38.4624
    19.8	    3315	   676.1	   -12.1	    69.4	   115.9	     5.4	 72.5814	-38.4626
    20.8	    3319	   675.6	   -12.0	    69.6	   116.4	     5.5	 72.5814	-38.4629
    21.8	    3325	   675.1	   -11.8	    69.1	   116.9	     5.5	 72.5814	-38.4631
    22.8	    3331	   674.6	   -11.6	    68.3	   117.5	     5.5	 72.5814	-38.4632
    23.8	    3336	   674.1	   -11.5	    67.7	   118.1	     5.5	 72.5814	-38.4633
    24.8	    3342	   673.5	   -11.5	    68.2	   118.7	     5.5	 72.5814	-38.4634
    25.8	    3349	   673.0	   -11.4	    69.7	   119.3	     5.6	 72.5815	-38.4635
    26.8	    3357	   672.5	   -11.3	    71.9	   119.9	     5.6	 72.5815	-38.4637
    27.8	    3363	   672.0	   -11.2	    73.9	   120.5	     5.6	 72.5815	-38.4639
    28.8	    3368	   671.4	   -11.1	    75.2	   121.1	     5.6	 72.5815	-38.4640
    29.8	    3373	   670.9	   -11.1	    75.8	   121.8	     5.6	 72.5815	-38.4641
    30.8	    3377	   670.4	   -11.1	    76.6	   122.4	     5.6	 72.5815	-38.4641
    31.8	    3384	   669.9	   -11.0	    77.7	   123.0	     5.6	 72.5816	-38.4641
