Station:         SMT
Latitude:        72.5797
Longitude:       -38.4604
Altitude:        3216.5
SW version:      MW41 2.8.0

Start time:      7/27/2019 11:16:09 PM

    Time	  Height	Pressure	    Temp	Humidity	    WDir	  WSpeed	     Lat	     Lon
     0.0	    3216	   687.5	   -10.3	    87.0	   126.0	     8.0	 72.5797	-38.4604
     3.9	    3224	   686.8	   -10.5	    89.3	   135.3	     5.6	 72.5812	-38.4599
     4.9	    3227	   686.5	   -10.5	    89.5	   135.3	     6.1	 72.5812	-38.4602
     5.9	    3231	   686.2	   -10.5	    89.9	   135.3	     6.5	 72.5813	-38.4606
     6.9	    3239	   685.6	   -10.6	    90.3	   135.4	     6.9	 72.5813	-38.4608
     7.9	    3244	   685.1	   -10.6	    90.5	   135.6	     7.3	 72.5814	-38.4610
     8.9	    3249	   684.7	   -10.7	    90.5	   135.8	     7.6	 72.5814	-38.4612
     9.9	    3253	   684.3	   -10.7	    90.3	   136.0	     7.9	 72.5815	-38.4613
    10.9	    3256	   683.9	   -10.7	    90.2	   136.1	     8.3	 72.5816	-38.4614
    11.9	    3259	   683.5	   -10.8	    90.4	   136.3	     8.5	 72.5817	-38.4616
    12.9	    3264	   683.1	   -10.8	    90.9	   136.4	     8.8	 72.5817	-38.4618
    13.9	    3271	   682.7	   -10.9	    91.3	   136.5	     9.1	 72.5818	-38.4620
    14.9	    3277	   682.2	   -10.9	    91.5	   136.5	     9.3	 72.5818	-38.4622
    15.9	    3282	   681.8	   -11.0	    91.5	   136.6	     9.6	 72.5819	-38.4624
    16.9	    3287	   681.4	   -11.0	    91.5	   136.6	     9.8	 72.5820	-38.4626
    17.9	    3290	   681.1	   -11.0	    91.6	   136.6	     9.9	 72.5820	-38.4627
    18.9	    3293	   680.7	   -11.1	    91.7	   136.6	    10.1	 72.5821	-38.4629
    19.9	    3295	   680.3	   -11.1	    91.9	   136.5	    10.3	 72.5823	-38.4631
    20.9	    3300	   680.0	   -11.1	    92.1	   136.4	    10.4	 72.5823	-38.4635
    21.9	    3305	   679.6	   -11.2	    92.3	   136.4	    10.5	 72.5824	-38.4638
    22.9	    3310	   679.3	   -11.2	    92.4	   136.2	    10.6	 72.5825	-38.4641
    23.9	    3314	   678.9	   -11.2	    92.5	   136.1	    10.7	 72.5825	-38.4643
    24.9	    3317	   678.5	   -11.3	    92.6	   136.0	    10.8	 72.5825	-38.4645
    25.9	    3321	   678.1	   -11.3	    92.8	   135.8	    10.9	 72.5826	-38.4646
    26.9	    3325	   677.8	   -11.3	    93.1	   135.6	    11.0	 72.5827	-38.4648
    27.9	    3329	   677.4	   -11.4	    93.3	   135.4	    11.1	 72.5828	-38.4649
    28.9	    3334	   676.9	   -11.4	    93.5	   135.2	    11.1	 72.5829	-38.4652
    29.9	    3340	   676.5	   -11.5	    93.8	   135.0	    11.2	 72.5830	-38.4655
    30.9	    3346	   676.1	   -11.5	    93.9	   134.8	    11.3	 72.5830	-38.4657
